Country Name,Country Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Fiji,FJI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.18689561,3.55373192,3.81606841,3.74984646,..
Finland,FIN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.12670135,9.04490948,9.17165565,9.61349583,..
France,FRA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.35755825,11.21255589,11.09835148,12.20504951,..
French Polynesia,PYF,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..
Gabon,GAB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.78068876,2.74500418,2.76836324,3.42724609,..
"Gambia, The",GMB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.35449266,3.34384227,3.158566,2.6129365,..
Georgia,GEO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.05804443,7.11329699,6.65744209,7.6048708,..
Germany,DEU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.32420826,11.45727539,11.69622993,12.82248878,12.80539513
Ghana,GHA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.2806716,3.40025568,3.39142489,3.99029994,..
Gibraltar,GIB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..
Greece,GRC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.13515854,8.12024307,8.20262337,9.50820732,..
Greenland,GRL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..
Grenada,GRD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.65701056,4.58373737,4.93189621,5.82064009,..
Guam,GUM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..
Guatemala,GTM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.13563824,6.11658907,6.18663979,6.46871376,..
Guinea,GIN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.91512918,3.73843002,4.06729603,4.0445075,..
Guinea-Bissau,GNB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.00049543,7.62401152,8.35054398,8.40978622,..
Guyana,GUY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.3191123,4.90492535,4.93049145,5.50864172,..
Haiti,HTI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.81993892,4.31650324,3.91107914,3.22171094,..
Honduras,HND,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.00668859,7.22820663,7.30497599,9.03509808,9.10415936
"Hong Kong SAR, China",HKG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..
Hungary,HUN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.73819399,6.5753026,6.29731894,7.25031424,..
Iceland,ISL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.26131916,8.37734032,8.5256052,9.55796337,9.65296936
India,IND,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.93597651,2.8584938,2.94352531,2.95919013,..
Indonesia,IDN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.90417194,2.86757827,2.90491366,3.41433048,..
"Iran, Islamic Rep.",IRN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.7543416,7.52609015,5.94786263,5.33579969,..
Iraq,IRQ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.19215298,4.05837107,4.25629616,5.08489752,..
Ireland,IRL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.14633131,6.88002014,6.6733737,7.10143661,6.7280345
Isle of Man,IMN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..
Israel,ISR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.23601007,7.28700161,7.47252941,8.31950188,..
Italy,ITA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.67773914,8.68187714,8.6563549,9.63378334,9.45429516
Jamaica,JAM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.14859295,5.96798849,6.09761,6.61175442,..
Japan,JPN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.65627098,10.74637508,10.75110722,10.9042511,..
Jordan,JOR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.98199654,7.84809589,7.56996918,7.4691391,..
Kazakhstan,KAZ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.05244446,2.8178606,2.78745699,3.78894091,..
Kenya,KEN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.98597503,4.09903383,4.36111116,4.29190731,..
Kiribati,KIR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.59990215,11.92076588,11.38678551,11.64184189,..
"Korea, Dem. People's Rep.",PRK,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..
"Korea, Rep.",KOR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.10694885,7.5438838,8.14101028,8.36409569,..
Kosovo,XKX,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..
Kuwait,KWT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.65326786,5.18862629,5.35958719,6.30743313,..
Kyrgyz Republic,KGZ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.18586349,5.01030922,4.49454117,5.25933695,..
Lao PDR,LAO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.52606821,2.24630332,2.60029101,2.6947608,..
Latvia,LVA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.96542788,6.18867874,6.62088203,7.44663048,..
Lebanon,LBN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.76047421,8.02195835,7.89909458,7.95365763,..
Lesotho,LSO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.2024622,11.02123833,11.40502262,11.78428555,..
Liberia,LBR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.95379543,9.84876537,8.4314146,9.49941349,..
Libya,LBY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..
