Country Name,Country Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Cayman Islands,CYM,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,..,..,..,..,..
Central African Republic,CAF,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,104.5,106.86,107.21,109.42,111.26
Chad,TCD,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,108.64,114.6,118.38,121.27,122.8
Channel Islands,CHI,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,..,..,..,..,..
Chile,CHL,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,98.86,108.63,107.59,105.56,107.11
China,CHN,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,102.22,103.16,103.21,104.71,108.74
Colombia,COL,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,96.74,101.98,104.81,103.67,105.67
Comoros,COM,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,104.44,105.81,105.84,106.31,105.82
"Congo, Dem. Rep.",COD,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,105.61,107.82,109.93,114.61,119.58
"Congo, Rep.",COG,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,99.95,102.69,103.94,103.95,107.96
Costa Rica,CRI,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,104.93,105.65,101.84,99.51,102.66
Cote d'Ivoire,CIV,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,111.53,114.56,116.75,119.82,122.03
Croatia,HRV,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,93.45,102.18,99.5,108.66,82.14
Cuba,CUB,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,103.91,95.02,95.36,73.26,68.31
Curacao,CUW,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,..,..,..,..,..
Cyprus,CYP,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,104,102.36,106.12,106.37,110.73
Czechia,CZE,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,94.95,92.93,92.95,97.33,97.7
Denmark,DNK,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,102.11,92.87,100.59,102.66,102.94
Djibouti,DJI,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,126.72,131.22,136.75,139.79,144.13
Dominica,DMA,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,99.64,99.44,100.26,100.5,100.12
Dominican Republic,DOM,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,105.65,112.98,116.56,114.28,115.77
Ecuador,ECU,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,96.17,97.21,100.44,99.46,104.11
"Egypt, Arab Rep.",EGY,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,100.98,96.32,100.61,103.76,102.75
El Salvador,SLV,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,102.77,99.47,102.87,97.95,98.09
Equatorial Guinea,GNQ,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,102.38,102.49,102.64,103.12,101.89
Eritrea,ERI,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,103.34,103.61,103.91,104.32,104.86
Estonia,EST,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,99.56,84.71,106.74,107.75,98.2
Eswatini,SWZ,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,101.53,104.1,104.02,103.02,105.13
Ethiopia,ETH,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,106.69,106.1,110.36,119.21,116.31
Faroe Islands,FRO,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,101.18,100.62,100.96,94.06,92.28
Fiji,FJI,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,112.77,117.9,120.46,114.48,114.98
Finland,FIN,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,98.01,92.95,102.16,98.55,93.54
France,FRA,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,101.31,97.32,98.14,92.56,96.21
French Polynesia,PYF,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,101.88,103.96,103.45,103.43,103.65
Gabon,GAB,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,102.2,103.47,103.7,104.12,105.09
"Gambia, The",GMB,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,82.07,63.48,69.98,73.4,72.5
Georgia,GEO,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,89.11,104.54,105.89,116.5,117.49
Germany,DEU,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,97.5,91.86,94.4,95.43,94.47
Ghana,GHA,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,107.84,113.12,115.75,118.31,117.93
Gibraltar,GIB,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,..,..,..,..,..
Greece,GRC,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,99.76,98.37,100.63,100.36,94.99
Greenland,GRL,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,..,..,..,..,..
Grenada,GRD,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,94.44,96.76,91.52,91.17,94.42
Guam,GUM,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,..,..,..,..,..
Guatemala,GTM,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,100.23,103.3,101.74,105.36,104.8
Guinea,GIN,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,110.36,115.04,118.71,126.52,129.8
Guinea-Bissau,GNB,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,105.1,107.66,112.83,117.29,121.17
Guyana,GUY,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,105.47,110.41,109.5,112.79,105.78
Haiti,HTI,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,94.12,88.97,80.52,75.92,81.77
